source_line,section,spec_text,section_status,evidence
965,17,Fields may include:,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
967,17,- workspace/brand,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
968,17,- source storage object,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
969,17,- title,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
970,17,- start/end timestamps,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
971,17,- description,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
972,17,- tags,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
973,17,- transcript fragment,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
974,17,- created_by,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
976,17,## ClipUsage,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
978,17,Track clips used in creative versions.,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
980,17,This allows later analytics such as:,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
981,17,- which clips appear in winners;,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
982,17,- clip reuse count;,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
983,17,- performance by clip.,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
985,17,## ContentIndexEntry,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
987,17,Support:,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
989,17,- transcript,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
990,17,- OCR,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
991,17,- manually corrected text,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
992,17,- source type,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
993,17,- source object/version,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
994,17,- language,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
995,17,- timestamps,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
997,17,"For SQLite, implement full-text search safely using either:",Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
998,17,- Django-compatible FTS integration; or,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
999,17,- an isolated SQLite FTS5 adapter with a clean fallback.,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
1001,17,Do not scatter raw FTS SQL across the application.,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
1003,17,Human corrections must override automated extraction without deleting machine output.,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
1005,17,---,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
1007,18,# 18. CREATIVE LIBRARY,Library implemented; advanced filters partial,frontend/src/App.tsx
1009,18,Build a powerful read/search library.,Library implemented; advanced filters partial,frontend/src/App.tsx
1011,18,Filters:,Library implemented; advanced filters partial,frontend/src/App.tsx
1012,18,- brand,Library implemented; advanced filters partial,frontend/src/App.tsx
1013,18,- product,Library implemented; advanced filters partial,frontend/src/App.tsx
1014,18,- campaign,Library implemented; advanced filters partial,frontend/src/App.tsx
1015,18,- platform,Library implemented; advanced filters partial,frontend/src/App.tsx
1016,18,- creative type,Library implemented; advanced filters partial,frontend/src/App.tsx
1017,18,- editor,Library implemented; advanced filters partial,frontend/src/App.tsx
1018,18,- status,Library implemented; advanced filters partial,frontend/src/App.tsx
1019,18,- outcome,Library implemented; advanced filters partial,frontend/src/App.tsx
1020,18,- date,Library implemented; advanced filters partial,frontend/src/App.tsx
1021,18,- tags,Library implemented; advanced filters partial,frontend/src/App.tsx
1022,18,- family,Library implemented; advanced filters partial,frontend/src/App.tsx
1023,18,- used clip,Library implemented; advanced filters partial,frontend/src/App.tsx
1024,18,- performance thresholds,Library implemented; advanced filters partial,frontend/src/App.tsx
1026,18,Views:,Library implemented; advanced filters partial,frontend/src/App.tsx
1027,18,- cards,Library implemented; advanced filters partial,frontend/src/App.tsx
1028,18,- compact table,Library implemented; advanced filters partial,frontend/src/App.tsx
1029,18,- family view,Library implemented; advanced filters partial,frontend/src/App.tsx
1030,18,- creative detail,Library implemented; advanced filters partial,frontend/src/App.tsx
1032,18,"Show useful summary signals, not excessive clutter.",Library implemented; advanced filters partial,frontend/src/App.tsx
1034,18,---,Library implemented; advanced filters partial,frontend/src/App.tsx
1036,19,# 19. PERFORMANCE AND DEPLOYMENTS,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1038,19,## Deployment,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1040,19,A Deployment represents usage of a creative/version on an external platform.,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1042,19,Fields:,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1043,19,- creative,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1044,19,- creative version,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1045,19,- provider/platform,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1046,19,- ad connection,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1047,19,- external account ID,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1048,19,- campaign ID/name,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1049,19,- ad set/group ID/name,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1050,19,- ad ID/name,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1051,19,- destination URL,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1052,19,- UTM,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1053,19,- active state,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1054,19,- deployed_at,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1055,19,- sync timestamps,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1057,19,A Creative may have many Deployments.,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1059,19,## PerformanceSnapshot,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1061,19,"Store time-series data, not only one mutable total.",Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1063,19,Suggested metrics:,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1064,19,- spend,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1065,19,- impressions,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1066,19,- reach,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1067,19,- frequency,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1068,19,- clicks,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1069,19,- link clicks,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1070,19,- CTR,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1071,19,- CPC,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1072,19,- CPM,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1073,19,- conversions,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1074,19,- purchases,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1075,19,- CPA,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1076,19,- revenue/value,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1077,19,- ROAS,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1078,19,- video views,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1079,19,- hook/hold metrics where provider gives them,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
1081,19,Each snapshot must record:,Historical/manual performance implemented,performance; tests/test_domain.py; e2e/extended.spec.ts
